Node,Cost
188293,25
12936,13
189772,23
32239,15
110808,18
220227,25
106970,18
34454,19
133547,19
109543,22
68993,17
45538,22
54882,17
131631,18
154324,22
155190,27
11870,16
55843,18
152603,22
222978,25
208073,22
252206,27
24357,13
63036,16
262015,19
86803,20
243782,24
79463,19
151389,22
216603,26
107099,20
232084,23
164907,23
12894,14
170975,21
218560,23
199335,25
14934,13
221118,25
87695,21
51580,17
138424,21
42641,17
75101,18
144268,22
257312,29
28348,19
225630,22
77586,16
56586,18
240119,23
20369,16
220096,25
156664,21
44850,15
234321,21
95335,19
25655,18
154309,23
149177,20
82461,17
31190,14
221969,26
22970,13
149471,22
241486,28
19099,19
194145,23
72715,19
188759,20
110043,22
226899,25
205349,24
11462,7
214804,25
42242,20
44826,17
109890,19
94715,19
36870,14
83227,18
221955,26
100314,16
209755,22
148291,23
97878,20
69208,21
211265,23
183077,24
258167,32
184583,23
226941,24
119710,23
48546,19
253019,24
125903,18
112230,19
51837,20
102156,22
204382,24
66892,19
154328,22
235258,26
139561,17
15403,15
48796,18
209809,23
242977,24
151601,23
28659,14
77181,16
57213,18
7458,14
95842,18
173380,20
127209,21
196765,23
81826,17
232350,29
13569,16
74329,17
135155,20
136861,19
162629,19
143733,19
63901,20
61749,23
220436,26
255746,29
21232,16
29959,17
73854,24
194580,26
197706,24
61510,16
98793,18
7618,10
180027,22
111663,17
188964,25
81825,19
165176,21
803,7
28105,17
5726,14
22933,14
70898,20
93591,21
109526,16
192912,23
161864,20
108578,18
102693,20
174914,21
187031,22
209972,26
84788,20
176415,21
144796,20
41319,17
17482,13
138744,22
189304,27
256210,28
139872,20
207576,27
11974,17
35943,20
39565,14
224256,23
140072,22
164021,21
5553,9
167371,24
179195,24
239633,21
243255,27
125514,23
56038,15
177622,21
226429,24
88673,18
237121,22
153744,22
216163,22
154814,22
163473,21
171238,22
78534,16
184718,25
145077,18
17072,14
116504,17
75152,20
57222,19
168878,22
10219,11
56411,17
52461,19
156656,20
148313,20
175514,21
54221,18
211961,21
261090,36
42803,12
114912,18
3331,16
111192,15
48328,17
176262,22
111449,18
251704,26
2628,9
135445,21
43797,18
24961,19
130992,23
159649,21
181621,22
47560,15
239207,26
199427,23
185520,22
136270,18
9767,11
78573,17
92262,23
55042,18
83531,17
41745,17
148343,24
84104,14
210814,22
62671,16
248282,24
1536,13
52342,17
143472,24
230391,25
45934,19
119072,22
258046,24
76773,18
78414,19
231269,25
39645,19
191216,22
68026,17
208661,23
212526,21
253525,28
63757,18
39920,13
50112,21
177096,24
233639,23
21511,19
91936,19
166688,20
258645,27
229548,26
187328,24
159253,18
173885,22
198542,25
111410,16
255805,28
259157,33
26530,14
260728,31
136752,23
70413,16
37905,14
194093,25
104856,20
18811,14
164280,24
19211,15
79496,16
4244,15
162422,17
10661,15
153173,20
16056,14
127037,21
204346,25
114187,17
27123,16
108147,18
25980,16
128931,20
7773,10
221840,22
128964,18
200120,24
229708,25
117604,20
186697,22
147204,23
32510,17
179423,19
54412,14
130813,22
1852,8
37704,13
209499,24
245930,26
233055,25
170631,22
98608,18
102213,21
162330,22
242586,31
8261,11
129800,21
124097,24
64231,8
107335,19
43254,18
111130,19
125008,22
256000,33
142158,23
71601,16
180799,23
32043,13
221066,23
168584,19
126945,23
64828,19
108119,22
13055,17
217497,22
227539,27
27487,17
258364,32
109738,20
165584,23
187803,23
83336,20
170817,18
149253,22
186125,24
222487,25
186374,22
85307,20
146827,23
116794,23
242959,27
97612,22
150400,15
241015,29
88161,19
95404,21
21820,18
189813,22
173291,23
123953,16
58873,18
62048,18
201116,19
149926,19
132900,20
219485,21
176796,22
211409,24
239266,26
29437,16
160053,21
118174,18
134224,23
57404,15
189803,19
10719,15
164526,21
205723,27
225186,25
15416,14
1100,11
48622,14
135817,18
75902,21
34270,16
226874,24
128883,25
8211,12
103533,17
110204,21
165282,23
234075,27
62453,15
221284,26
54821,18
209894,25
45886,17
18453,17
66753,20
95214,22
225471,26
230594,28
194645,24
176563,24
170667,21
197243,23
121257,21
133619,19
208165,22
63944,13
158524,21
269,5
151340,18
94454,19
107998,18
122284,18
74700,18
94254,19
35997,21
138516,22
96146,23
237960,24
138657,24
72652,13
179466,23
171761,28
39577,16
29630,15
70516,17
118445,26
216822,22
207761,24
30200,14
123899,21
243248,26
260668,34
192221,21
258468,36
107382,23
122153,19
244231,25
113982,20
171153,22
215796,25
83151,21
227692,25
45144,20
135746,22
192257,22
100846,24
96229,24
197112,25
220510,24
175969,23
208039,24
201718,23
42837,20
257673,31
255647,28
48593,15
83095,15
235608,25
81012,15
244292,27
53605,15
96350,18
170282,21
227621,26
16466,13
63023,19
233485,29
129260,17
80017,17
225337,25
135574,21
234568,25
168829,21
206433,24
259387,32
130462,22
205365,23
179503,18
22557,14
224178,25
82543,21
15568,17
111245,19
133613,21
157883,22
173213,22
101660,21
6,2
222899,18
39,4
56482,19
76360,14
84510,19
184930,23
21814,16
91628,20
197101,22
33677,16
37335,17
191195,24
101936,21
39390,19
147352,23
198007,24
32752,15
111625,18
234705,21
137957,22
218189,22
12311,18
88369,21
220047,23
19801,14
49146,18
81397,19
104942,20
136776,21
207756,23
244914,23
27877,16
148215,21
118534,20
222454,21
233469,26
200749,22
230110,27
157842,26
67180,17
218682,27
227321,25
212892,22
186332,23
170261,24
56728,22
28084,15
56104,16
28490,17
161745,25
250850,24
212047,24
164881,22
151912,21
34188,18
246580,25
139293,23
7138,13
49954,13
114743,22
152519,22
232257,24
127133,19
71973,22
18017,15
205754,24
11310,14
190976,25
44416,19
224096,26
188367,26
200919,22
16898,11
230228,23
190026,26
84089,18
97895,23
117827,17
210699,25
168035,22
154281,21
234702,31
16024,18
91076,20
186546,21
29994,16
10625,12
37571,18
110433,20
42427,20
32933,21
82111,20
47070,14
20465,18
33080,19
212286,22
67579,18
161392,21
104012,20
221533,23
221132,25
175757,25
254838,30
128037,23
85488,16
38179,17
70238,18
205511,20
128973,19
8338,15
216677,24
196750,24
95888,19
154989,23
39290,18
242485,26
97923,22
212155,23
199556,23
99054,21
66903,16
259237,29
212827,26
16765,15
160151,19
77154,18
69802,17
877,8
56179,14
66129,18
19586,14
57884,16
176663,22
78349,18
154238,23
244280,24
143024,22
192317,24
207665,25
253214,32
48809,21
230426,23
216238,22
109828,15
132145,20
24031,14
24891,15
166303,24
108216,25
66853,20
47625,19
95474,18
161148,17
189052,25
155047,23
97314,20
155109,24
190702,22
57314,20
80919,19
242531,24
247052,25
105265,22
37535,17
44862,18
77897,19
162059,21
241430,27
26749,18
2147,8
114909,14
11786,8
74336,19
182962,23
115714,21
36827,20
124377,25
89592,21
151037,22
87190,17
199009,24
156027,21
133407,20
34032,10
60503,20
111133,18
77317,19
54873,17
133046,20
157873,19
102747,22
208931,22
224048,26
224199,29
42450,17
146717,22
260591,31
136426,25
16924,9
53626,20
26063,10
105178,20
28694,16
57941,19
123867,22
160704,22
258358,32
120253,21
236771,23
255072,28
66602,16
47856,18
83781,19
53751,17
163379,20
101022,18
21510,18
124610,21
33832,19
154427,22
134374,23
251950,26
238671,24
230309,27
55631,18
191536,22
162380,21
83205,17
198965,24
242262,27
160434,25
248266,28
96024,17
10810,12
224136,26
190389,23
1581,10
145253,26
195515,23
139278,21
229290,25
31835,8
25216,12
67063,19
212285,22
1535,13
115883,17
28138,10
40742,16
212199,24
195431,18
144393,24
137034,23
31313,18
232506,23
142986,21
132437,23
63697,16
125044,20
36447,15
23555,20
131240,21
203726,22
166974,22
109700,20
143853,22
255260,32
57408,21
204676,19
111079,20
144658,20
108028,19
215177,28
235372,28
261611,60
188218,20
6362,11
17400,13
33465,15
114515,22
75581,20
138768,23
105530,23
256521,31
42515,19
198060,25
241201,25
86542,17
231403,25
128755,20
84251,10
44913,14
201284,24
261045,40
14344,10
84421,15
60530,19
175882,24
67741,19
230942,21
1354,10
44821,19
125109,20
75263,20
37799,18
229453,27
89390,18
227532,24
109418,17
49472,18
93356,21
162021,25
6187,10
33625,12
195738,17
36091,19
73719,24
71209,15
91014,21
96078,20
168024,24
49486,13
202412,22
231460,24
255877,28
226143,24
172282,25
72257,19
190778,24
239598,30
155953,22
252309,27
61422,19
106777,20
207831,28
28383,18
83061,19
65847,19
108065,21
172678,23
98260,20
153332,21
186718,22
117545,19
244705,24
212512,20
142952,20
138208,15
67408,18
253029,28
229317,30
51472,13
95002,16
239075,28
161454,17
112071,19
110157,21
197675,20
154198,20
168436,22
256300,25
241811,26
36985,14
260033,35
251676,27
10686,16
47060,19
57349,19
148472,20
220178,25
254662,27
1486,9
56240,18
95930,18
243530,26
63858,15
204921,20
167552,20
151407,23
110041,21
49669,22
32400,15
235569,25
168801,20
2987,12
75626,14
79983,18
197614,22
3473,11
169473,19
82720,19
47474,16
232570,26
181530,20
212488,23
102221,19
87858,20
42201,19
26244,16
23464,12
54151,16
138306,26
1652,6
240356,27
184509,21
40319,15
51779,17
4035,10
258399,27
195997,22
257439,32
105556,22
222388,24
41671,19
79015,21
256843,30
88544,20
171120,22
59668,18
17944,14
178811,22
33072,17
79200,18
73218,20
184470,21
151884,21
99029,21
145226,23
201180,24
23533,13
19789,16
197004,22
23112,14
20900,17
206930,21
22048,18
6679,12
33931,12
54049,15
531,7
87130,15
118268,20
154715,21
86549,18
11953,16
27570,14
216247,21
98597,22
7562,12
118058,23
256824,29
223259,25
117185,19
105086,21
94384,19
3439,6
101276,18
73158,20
137353,22
165187,24
145519,17
207070,23
240516,23
102427,22
142157,20
31768,19
16572,13
60900,19
129740,23
149749,28
254945,24
247130,26
62330,16
157824,21
255430,30
79582,18
69001,20
205466,24
6241,16
87113,21
155613,23
93983,20
58095,14
177181,21
71681,17
104335,21
21637,15
93284,21
208396,21
107464,22
86400,20
2440,15
140787,21
222422,24
109230,20
127734,19
172885,24
224908,25
46416,17
34464,20
236924,24
11109,15
131858,22
239039,25
236711,25
183108,22
5646,10
125096,21
243468,27
16232,15
65416,12
76252,19
192995,19
69481,20
220556,26
244792,27
204055,24
8238,15
108348,22
153215,26
223767,24
128372,16
34528,19
96354,21
153703,22
72272,22
202552,26
93699,20
233740,26
32930,17
115587,18
77463,19
167270,24
161357,25
224453,28
23055,14
85948,19
261700,20
79204,22
5356,8
6021,14
247043,26
129206,19
138663,21
23939,14
70755,20
179031,26
249761,30
174375,17
1700,5
183833,24
52223,19
186402,23
37800,16
37330,17
67131,13
140134,21
127864,20
200457,23
199555,22
7380,12
61378,16
56471,20
64085,20
86661,18
90995,21
8799,12
161108,21
150979,22
96770,18
242645,26
41238,16
121980,20
253062,31
20263,15
153279,21
100549,19
252717,29
261354,43
248028,24
261461,50
227238,23
116596,19
109213,19
174985,20
65869,23
224765,26
246031,27
150436,20
139308,20
127281,22
83654,18
30669,13
30492,17
133964,19
40208,20
152573,21
104910,23
18802,15
105393,16
50351,16
124011,18
46496,19
178427,24
261567,58
170887,23
12029,14
239126,25
6104,10
31657,16
137503,21
179342,28
106534,20
144093,21
139581,18
52113,13
116180,19
206105,24
80839,18
115262,18
127108,21
155499,17
124531,23
234720,23
103365,22
238264,27
26938,14
245726,26
87305,19
84011,14
46382,15
106615,20
37426,13
40099,15
228453,27
128300,20
175821,22
110057,19
236186,25
24359,13
136994,21
18416,13
83776,19
123217,19
102800,17
163926,21
180126,22
159765,22
171714,26
142678,23
87554,18
39896,12
101178,19
12990,15
158375,21
102631,16
45087,15
26651,14
86242,18
201485,26
24082,16
146569,21
143224,22
56405,18
97362,17
206876,25
31978,17
10750,12
183379,24
28173,20
48969,17
237646,23
33577,16
115555,21
218978,22
198551,22
52208,16
220392,23
42245,19
84726,16
97172,20
215373,26
97692,18
242138,26
79382,13
154017,23
115920,19
40812,13
126507,23
254913,29
40312,19
49790,18
77396,19
185154,25
149982,19
97630,16
63058,22
182901,27
14495,15
216537,21
78560,19
165904,21
243165,28
68399,17
74486,19
216525,20
23065,18
2549,11
178697,22
117452,20
102517,19
169522,27
71050,18
43173,18
167035,19
83983,22
227645,26
74749,14
101812,18
108734,15
133185,21
45747,18
212257,25
205002,23
244037,27
40135,15
196489,24
165815,23
38761,15
140091,22
160850,21
26107,17
16657,15
149967,19
147082,21
1593,10
144740,25
34523,13
78584,20
73945,19
161670,27
6251,14
40203,15
89612,19
89022,22
226211,24
80463,17
46059,20
20309,18
182818,20
191143,23
210312,25
45716,13
29871,17
60475,20
227803,26
218784,23
152844,25
190820,22
71037,16
202693,22
221842,26
147430,20
92230,19
3055,11
41268,17
138255,21
50238,21
91285,19
36389,16
106624,17
125953,21
161732,23
166354,22
160597,23
64829,17
7679,15
169688,22
176639,22
190707,26
150254,22
234302,22
82569,19
79900,22
252371,28
224493,26
102178,24
1437,9
59133,15
136653,22
241928,26
69493,18
141683,23
160300,21
260927,35
154057,22
6669,13
145295,19
64551,18
76667,19
224805,27
238283,30
235458,24
55645,15
47393,20
95881,23
56823,16
65973,21
94957,19
211369,23
252430,26
39521,17
104357,18
226180,23
1272,5
180064,23
102671,18
185475,21
7057,14
110147,21
248690,29
153334,21
57163,19
60492,18
156613,22
89978,21
41460,13
46855,15
33855,15
102744,22
30031,19
28025,18
143170,20
139408,21
103110,20
134040,22
105406,20
113207,19
76696,16
105295,22
136951,21
13664,11
193466,20
183771,21
138190,20
104471,18
115884,15
112012,22
259548,28
682,6
26605,13
112522,20
95377,20
199869,23
203864,27
248663,27
153508,18
169140,22
185516,25
64398,18
197479,23
178228,23
6741,10
30237,17
69130,20
24196,17
194960,21
26422,17
76882,17
242866,28
95047,18
233933,27
59290,19
185648,21
252659,29
242491,23
98100,18
96498,20
143890,20
219477,22
128788,23
64546,18
86666,23
13352,14
21722,13
103971,18
170594,23
204247,22
3876,11
31462,16
97991,23
22116,19
159976,17
91181,17
129837,24
1366,10
7424,11
96055,17
144767,22
53578,18
50742,19
80417,21
243445,25
189371,22
157354,21
88569,17
109240,17
107468,16
11746,17
214286,25
37312,15
126164,23
155017,20
101023,21
91388,21
113414,17
27662,13
37063,15
41325,16
91206,21
261968,25
216899,23
44003,17
124821,18
36629,15
176726,21
192458,24
157833,22
92709,19
170195,24
96476,21
46265,17
240232,23
219451,26
99401,20
112416,17
116542,20
224217,25
70482,17
253815,28
71245,20
101623,21
96741,22
53411,16
10285,14
4095,11
184546,24
144545,20
144138,24
70367,15
63730,16
250365,28
54246,16
100717,22
261494,51
31332,20
110537,19
1900,11
177534,20
108168,19
32,3
51958,18
194870,25
98783,17
66402,17
15534,14
137082,24
129991,18
55304,16
8430,16
156916,16
116743,21
215595,25
122287,24
228773,21
221205,25
42584,17
64917,20
91534,20
36916,19
234551,28
231041,25
191066,25
209598,18
194414,22
94991,19
136808,22
218993,26
69445,18
124026,19
188473,22
132793,24
239848,28
247111,25
181282,23
215346,22
261111,38
119123,21
218830,24
97864,19
5922,12
32011,13
207533,26
30928,16
87335,22
243654,23
200701,25
183133,26
150270,20
175624,24
227349,24
111829,20
155991,23
224200,24
209450,24
219116,23
42275,15
121928,22
17539,17
10745,13
126301,24
214585,25
243070,27
166889,22
253621,27
123637,18
57108,15
28977,13
48361,20
24062,20
170892,21
250429,25
130024,20
49132,15
229367,26
136901,19
35601,21
53317,17
66454,16
95896,20
47981,16
60820,19
72005,15
245284,28
138548,18
73056,19
95954,21
143884,21
29309,12
35809,17
159607,23
154550,22
60178,17
132749,21
188623,23
86369,15
77997,17
126193,16
104176,21
210899,23
163242,21
254828,28
117836,20
109981,19
66624,24
229162,26
211606,25
40664,15
119357,19
194100,23
103561,21
148096,23
51273,14
185945,20
139846,21
121597,20
254825,29
167074,27
100509,22
226397,27
65761,18
140946,19
43291,17
65860,20
127594,21
196054,22
101998,18
248332,25
242748,29
248349,29
79448,20
76769,20
51374,18
35905,18
161829,21
45966,19
120741,22
249128,30
124309,18
177512,22
175295,23
250661,27
189758,23
219724,22
89420,19
64140,18
95003,16
252048,25
110538,19
167449,22
101271,20
193493,18
95041,19
210778,21
175550,22
76639,20
94362,22
254734,25
51524,14
214802,26
21591,18
50160,19
107435,19
1962,9
38369,19
36101,20
253670,31
92033,21
152730,20
16185,10
14236,15
33968,19
110457,20
231557,23
149487,19
728,10
53141,20
40920,16
7628,10
1015,10
248891,29
242960,27
243783,24
236216,23
39219,17
36410,17
158199,14
142543,24
204631,20
32562,15
167246,18
115652,19
122967,19
184126,21
191063,23
49130,13
260833,36
49080,18
44920,20
73885,20
122966,25
255145,31
63523,17
241993,21
144055,21
246851,25
250757,29
255057,29
68181,22
140675,23
50691,16
43504,19
54462,19
151353,17
180469,23
111338,18
176785,22
210270,25
240845,27
259969,33
96386,22
71274,22
81145,20
81663,18
181064,21
46908,21
118773,22
163285,22
111661,19
99161,19
14162,14
196345,22
243363,24
139621,16
122128,20
28717,16
150401,20
115528,22
44292,16
181016,22
211952,33
41409,15
42028,18
36925,15
257944,26
193812,23
231022,26
171360,22
68637,19
54932,15
76875,22
99990,22
208134,22
95395,20
205924,24
202891,26
130599,18
122942,19
236307,25
43741,21
110553,17
251860,30
260713,38
93450,17
123886,22
54079,18
63799,20
34447,16
206050,24
122335,18
69242,15
12152,17
26614,16
1784,9
92811,18
130221,20
141495,20
225098,22
233309,22
185354,22
200022,21
223946,28
55277,16
149485,24
182445,21
41130,17
29551,19
12825,11
217315,22
75022,18
77312,19
138969,22
118007,23
102087,20
131213,20
168108,22
113239,20
200452,29
141602,23
71430,18
175265,21
203166,23
190605,26
251667,28
117120,24
248270,30
57785,18
224731,22
10657,11
40453,18
126308,20
219260,22
55248,16
171257,24
202677,22
84030,21
18042,17
36979,15
40621,18
150231,21
134952,21
168118,23
2993,13
36205,15
31881,16
81465,19
120075,20
31046,12
20341,15
196690,21
10203,13
138501,23
189699,25
19937,16
104715,20
91515,20
65398,18
215721,20
245110,32
52646,19
135468,21
168335,18
167671,19
80320,15
169858,16
71200,15
70055,18
71422,17
75529,19
168602,22
159555,22
182867,25
19441,12
141306,19
109582,21
70438,20
88201,20
121293,21
83614,23
58256,19
109417,17
86301,16
144185,16
164661,22
85224,17
71087,19
32553,12
93511,19
218344,28
13546,15
53805,18
208518,21
24822,12
189106,19
165000,22
130275,18
70810,18
72461,13
15360,15
124340,18
40575,15
173083,18
257902,33
48221,21
63962,14
32039,15
107008,18
94866,18
220953,23
87235,20
237773,24
191225,22
74868,15
147334,22
13088,12
140200,20
112918,21
37702,13
75734,21
201655,21
111041,17
40333,18
169259,21
220679,28
6107,12
39257,16
258432,27
145040,21
151704,17
247816,28
179898,26
237700,28
170080,24
220271,25
104247,23
57635,15
210211,23
75771,20
164810,21
75290,15
248397,25
115516,22
225607,25
259262,33
112434,22
247121,26
88584,19
116080,17
109123,17
138814,22
191406,23
84936,20
229287,25
10347,15
82799,18
44831,17
144943,17
90139,20
177751,21
120614,20
172255,21
255780,29
62036,18
112395,19
258407,29
112315,17
103335,21
40233,20
207441,21
206479,23
190862,25
217552,25
157520,25
258006,26
233178,25
154863,21
47340,16
231905,26
162478,22
213614,23
31481,16
57930,17
153463,26
125822,21
110918,20
257140,29
183054,24
43686,19
130562,19
45340,18
3483,8
109997,14
123170,22
183557,20
232694,27
230948,24
6815,9
188979,23
190423,20
24323,15
108482,20
31026,21
190012,23
19640,18
42045,13
28539,16
192228,22
170488,19
156871,19
111856,21
203876,21
81715,21
235011,27
106219,17
60965,19
252469,24
6234,15
78965,20
84019,19
199667,23
86766,19
161323,23
102799,18
169685,22
261563,57
70778,22
20318,12
46483,18
115625,20
71836,16
200040,22
67573,18
47293,21
179509,25
254431,30
222836,22
219421,24
209844,26
246689,26
252170,29
72911,17
236509,24
52404,17
18971,16
81923,19
172057,23
125291,23
227595,22
136035,21
196479,23
168031,25
104064,19
123274,22
81291,19
122793,24
245319,29
10176,17
188552,23
173629,22
201360,23
32745,12
73118,21
172224,24
54489,16
200580,21
55887,18
116186,20
169011,22
111357,22
240175,28
230661,23
93960,19
111358,19
215710,22
56181,17
73367,17
250982,24
132639,17
148966,21
212358,29
86548,20
210718,22
238831,27
95577,19
16138,18
89410,17
174006,20
56355,21
209555,20
207869,22
201609,23
108397,22
184071,25
184775,25
213355,26
244373,27
216846,25
81364,23
126432,15
170560,25
115135,16
160571,19
21104,16
10868,7
23758,15
6692,11
253894,28
107358,23
35221,17
152123,23
51742,19
141020,21
96141,22
229168,23
222362,26
81460,20
251159,25
128905,24
146563,20
80475,20
158148,15
243926,28
90603,17
79437,19
85504,20
199168,25
111683,18
121966,20
146807,19
192664,24
152420,21
6081,13
47876,17
226266,20
51634,18
247870,23
146866,20
2135,11
57636,14
139031,20
75136,15
67141,16
41167,16
125506,17
21149,18
159301,23
233763,25
182317,20
64530,20
192596,23
213524,23
82747,20
25420,12
10561,13
7471,13
49730,17
218407,27
72948,15
132996,22
254887,29
243149,27
22897,16
60042,20
117950,22
153572,23
157898,24
24217,16
5757,12
880,8
15520,18
54492,16
157983,22
33586,20
48757,19
8074,16
8084,9
66960,18
51636,17
45559,20
153146,17
62183,19
60904,19
205814,24
170338,26
94332,18
13742,14
156970,20
66630,18
206272,27
244931,23
171243,24
95298,22
11804,14
185498,21
223766,26
17809,15
205875,25
25614,17
8086,14
119875,20
115638,20
6288,15
194627,22
170737,23
30250,20
116398,21
191783,26
251524,22
18021,18
150588,21
166609,22
174471,22
15894,12
176021,22
186435,22
188606,27
158625,21
7896,18
193883,23
211344,21
203091,22
80369,22
56375,18
70112,21
104377,25
236185,25
39646,18
189629,19
5728,14
11054,10
52370,19
52122,19
240809,27
201345,23
250527,26
258445,29
27872,12
185317,21
65743,20
113881,20
62816,20
49376,17
102794,19
52177,16
80021,16
42070,17
76706,19
223315,19
96194,20
128941,23
45168,16
204209,25
174634,24
61130,16
92238,19
125139,22
11236,15
240069,28
176525,23
194723,21
134262,21
189041,21
208957,27
8563,14
93392,21
251905,27
259382,27
10164,14
44769,17
60018,16
140314,19
30973,13
33147,15
41806,15
52827,21
46511,21
57665,17
115429,19
9931,15
186467,19
243067,30
51699,16
76890,22
173840,25
187166,25
25190,14
256310,25
230199,26
21219,17
5495,13
134389,18
231849,23
31286,16
151581,20
243709,32
149197,22
152951,24
102365,22
33421,18
47023,13
192207,23
71659,18
161043,23
176516,18
126497,17
104929,20
126290,18
176551,22
230354,22
184279,23
140312,23
181349,25
211829,24
224736,23
68375,14
176674,27
158313,20
78828,21
256473,28
11732,13
135016,26
93533,19
55576,18
57706,18
104311,18
41822,17
119398,22
46182,15
246626,27
17133,11
16078,16
187241,24
193823,24
87032,20
36516,15
78311,17
150273,21
44750,17
132914,21
136733,21
203094,24
35301,16
3510,10
14455,13
149946,22
91912,22
236420,24
177370,24
198412,20
252365,28
123542,23
202268,24
17261,15
54620,20
256545,25
246860,25
111786,19
191062,23
37304,17
186002,19
94558,17
196299,25
243734,26
243873,27
203299,18
22944,17
166498,17
207265,22
48544,20
159149,23
180315,20
205027,24
104604,18
178505,23
219651,27
77299,18
247702,27
113600,22
54319,15
98467,22
216093,28
88724,18
254196,29
257297,29
108414,17
110055,20
186196,21
175598,22
73403,16
250496,26
256879,31
145942,20
170380,17
185300,20
236434,28
172820,21
166464,23
248213,29
105127,20
192978,22
62001,17
45132,19
53406,19
73666,18
124914,20
252759,29
162741,23
50706,17
216811,25
217233,23
176504,25
133241,22
150626,20
185600,22
191009,24
33531,15
58161,18
21995,19
236871,27
148081,21
100134,17
70053,24
210175,19
109000,18
181422,19
56880,18
93242,21
79306,22
43650,19
42185,20
178068,20
111884,21
70267,19
223789,22
101416,22
7610,10
187110,22
115558,20
21292,15
176004,23
185932,20
33122,15
143723,19
41146,12
197901,20
220050,23
112783,21
22744,18
55730,16
222617,22
127732,24
95581,23
209647,23
214654,25
70386,16
102556,19
59105,17
96330,22
92141,23
210513,24
186101,23
113879,21
166394,19
169947,27
199255,19
180579,26
240625,26
91110,22
254088,33
158023,21
246564,23
143488,21
140139,20
158793,23
159402,24
31348,13
165759,24
161451,18
253760,27
205,5
257288,29
46821,19
132700,21
10293,15
128911,19
119195,19
177002,22
196874,18
235851,24
211266,26
107949,17
244780,21
115479,23
72714,15
36180,14
191656,24
194737,27
30516,13
132552,17
29755,14
10658,12
234197,24
173513,21
85510,20
91185,19
238993,25
133197,23
202547,26
244318,27
260744,35
228353,24
48919,18
123364,18
126884,19
226637,29
179233,26
203836,22
45200,18
157154,21
149390,20
38410,16
57847,17
98094,18
18806,12
38914,17
28913,20
108366,20
256014,31
74806,19
38085,14
83462,19
48496,14
218034,25
25354,17
138450,19
208607,24
252515,26
229432,25
57490,14
233391,24
149939,24
91467,19
139905,20
160645,27
260832,40
258168,30
144847,20
227413,27
98345,22
35962,15
22607,15
51193,16
157056,22
205756,22
51763,13
94982,19
230255,26
18377,15
57917,18
211654,25
201097,29
34738,19
29503,13
140677,19
243636,25
240833,25
97734,13
168300,23
136238,25
96151,20
137283,22
72254,19
16395,16
117668,16
65092,19
9510,13
28594,16
127551,21
57587,22
102235,23
93311,21
143828,17
190656,24
189611,22
202943,25
53027,17
135293,19
12381,14
71963,20
12555,13
135138,19
76957,14
178961,23
184534,22
141430,19
212347,25
102508,17
130287,18
206670,22
207725,22
222517,25
207902,26
250897,27
44827,17
20746,16
113417,24
34034,14
183217,22
173766,20
60023,20
146639,22
162647,23
246471,24
204237,24
68446,19
88652,21
206816,24
124909,18
34872,15
119178,23
255631,32
147652,22
139211,20
88401,17
139852,21
141109,23
7086,15
242927,27
14966,11
1617,12
24985,13
9828,14
174518,21
30010,15
27507,13
19455,14
44773,16
91739,18
206582,24
230095,24
253286,25
21862,12
119267,22
80742,20
259914,30
106571,19
26862,20
45059,20
68959,17
86332,18
9637,15
82264,19
116338,21
190273,22
193584,23
43888,12
67986,21
192402,22
84411,17
172017,25
99552,20
12890,16
209358,18
5855,16
41906,16
186585,19
11203,15
56699,17
36685,14
130281,17
136877,21
163985,21
185576,24
219536,28
90319,21
240910,25
171896,22
198763,25
35577,13
150319,20
97563,18
66898,17
216668,23
229650,25
235440,29
110203,21
2990,14
128728,21
236092,26
82288,15
8631,14
150908,18
97512,19
144890,20
37523,16
92000,21
29794,18
225528,21
191829,22
93773,19
217606,26
142548,21
90173,19
165563,23
96297,15
202770,20
4257,11
25752,15
137954,22
38921,19
12233,13
33307,16
237586,24
224656,25
114055,18
189679,23
155285,21
96060,20
256924,30
111708,19
35073,14
198284,22
195260,26
28388,20
59412,17
31591,13
89684,15
98386,16
31692,17
21458,14
167514,17
117312,22
47898,21
211416,24
131286,24
229369,26
200238,24
47214,20
103444,20
56468,15
187220,28
100059,16
247621,24
187245,25
32566,19
146314,18
116239,20
81914,21
43151,18
6236,16
121955,20
190766,21
213806,27
150611,21
7091,12
173435,22
252530,28
240124,21
94756,14
250916,30
96717,23
103252,20
210884,23
29069,18
177776,20
186635,23
97831,20
76430,21
147680,22
260847,35
237401,25
129536,20
227301,23
195045,24
190762,25
113676,20
125293,20
253134,26
154912,24
47986,16
247970,28
54885,14
102413,19
226692,27
228510,26
46744,19
154230,20
110677,17
43255,18
152712,19
154962,21
54608,18
88092,18
58069,16
35340,13
238503,23
222515,26
59595,18
59215,21
139240,24
77555,19
245768,26
216017,24
165239,21
200972,24
17741,13
119184,18
85907,16
1661,6
23606,14
113384,20
185825,23
192911,21
86134,15
123384,20
70234,17
78673,18
157082,22
166912,23
125538,16
53457,14
149810,21
226582,25
185108,21
241198,26
200480,21
155898,25
159136,19
76705,19
84371,20
174371,21
131685,22
202147,24
208380,21
195066,22
163720,22
237553,27
982,11
140755,20
193321,22
206373,22
232495,28
61457,21
135055,23
162804,30
155821,24
51042,21
199133,26
132296,22
118475,21
146297,23
117178,20
228342,26
30163,14
241954,24
134731,21
220926,25
222889,25
116234,22
195020,24
199115,19
116497,21
213257,22
1193,6
81605,19
67626,17
71818,20
75624,14
30877,16
161507,21
